Response ID,FOLIO,80 aniversario,Programa,Nombre completo del último programa del que egresó:,Escuela,Nivel,Año en que egresó del último programa :,Decada,Quinteta,Campus,Usted es:,Promedio
R_2EABeJE0t6BM9Xu,LAECEM114177,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Estado de México,Hombre,-
R_1QKobrmQuj8BHAF,IISPUE240158,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2008,00´s,00´s - 2,ITESM Campus Puebla,Hombre,-
R_O9jraL0xnLSqykh,MBAEGADE184001,R_3D5RjHSUnTxFClU,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2012,01´s,01´s - 1,Sede EGADE Business School,Hombre,-
R_XnvSnnuSyS3aHJL,LINQRO192225,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Querétaro,Hombre,0
R_26bBm5ikkKMdJPn,MEH-226292,-,MEH,Maestría en Estudios Humanísticos,Humanidades y Educación,Maestría,2011,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_3plmLWIMt5jaBbC,MIP-206272,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2007,00´s,00´s - 2,Universidad TecVirtual,Hombre,-
R_12x7IqqYXUOdc2j,IISCVA250609,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Cuernavaca,Mujer,-
R_1Ojd80mwTrj0D0j,IISMTY40187,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_r7TChGlWTZ9N1pD,LINCCM156200,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Ciudad de México,Mujer,0
R_uaeW5gE0iMMf0ul,MAD-274949,-,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2013,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_2ZJNrOuwyju9kDw,LCDCCM266284,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2014,01´s,01´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_RQBbTHjCBdm3fOx,LEMMTY34504,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_1LqweEnd0AHZWfD,MBAMOR237283,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2015,01´s,01´s - 2,ITESM Campus Morelia,Hombre,-
R_1FqDymL6hcxznG7,MIP-264176,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_33DR13izsOiS6lD,LINCVA89548,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Cuernavaca,Mujer,0
R_3Mh9I8ZZRmH89VD,IMAQRO264911,R_1geialiNo2ZLMtv,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Querétaro,Hombre,-
R_3LhG45hufs7uJVu,IBRGYM44317,-,IBR,Ingeniero Bioquímico Administrador en Explotación de Recursos Acuáticos,Ingeniería y Ciencias,Profesional,1985,80´s,80´s - 2,ITESM Campus Guaymas,Hombre,-
R_3EsAJgKoeYSRupy,MGP-281355,-,MGP,Maestría en Gestión Pública Aplicada,Gobierno y Ciencias Sociales,Maestría,2015,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_1IrWCsH7zPa21Ve,LRIMTY263373,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2015,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_xrBwSZXYLqOp1Dj,LAEQRO12410,R_3hGdXpT28Ngqogx,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1980,80´s,80´s - 1,ITESM Campus Querétaro,Hombre,0
R_3rNzwzBfplmXj9t,IISCEM102252,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,1996,90´s,90´s - 2,ITESM Campus Estado de México,Hombre,0
R_3NWcXJpjUWhgsWk,MGP-235000,-,MGP,Maestría en Gestión Pública Aplicada,Gobierno y Ciencias Sociales,Maestría,2010,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_RWVFMfsRxp0Jr7b,MMTMTY16846,R_2znyJ8evGSMhAQC,MMT,Maestría en Mercadotecnia,Negocios,Maestría,2001,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_1Quy8USbcAUcBkL,ITCCCM284292,-,ITC,Ingeniero en Tecnologías Computacionales,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Ciudad de México,Hombre,-
R_1OrGb5OGiuvanJ0,CPFCCM284413,R_3KvJoNhxfLfwkp1,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2016,01´s,01´s - 2,ITESM Campus Ciudad de México,Hombre,-
R_3KZrrpKFsO4DzBP,LCOMTY17078,-,LCO,Licenciado en Ciencias de la Comunidad,Gobierno y Ciencias Sociales,Profesional,1981,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_2zr0BBkbutXkhL0,MISMTY12722,R_3DcswWYg4X9KSku,MIS,Maestría en Ciencias con especialidad en Sistemas de Calidad,Ingeniería y Ciencias,Maestría,1995,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,-
R_2EmCUSZZDuO7xa0,LCEMTY166425,R_w6LgItVfO0jqMP7,LCE,Licenciado en Ciencias de la Enfermería,Medicina y Ciencias de la salud,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Mujer,-
R_8CzBnw7PrrpZaMh,MAD-275106,R_1DChE5CuI8Yf4Ki,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2012,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_2cCoOvhq65XMXsg,MACHI161834,-,MA,Maestría en Administración,Negocios,Maestría,2015,01´s,01´s - 2,ITESM Campus Chihuahua,Hombre,-
R_1Qll0AvoAEahFWZ,IMAMTY162635,-,IMA,Ingeniero Mecánico Administrador,Ingeniería y Ciencias,Profesional,2004,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_5dIGGvoef0MgqE9,LEMCSF234770,-,LEM,Licenciado en Mercadotecnia,Negocios,Profesional,2012,01´s,01´s - 1,ITESM Campus Santa Fe,Hombre,-
R_1KkdEztiOwSjW5Q,LECMTY14049,R_2tsO83FZbuPrEKj,LEC,Licenciado en Economía,Gobierno y Ciencias Sociales,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Mujer,-
R_qO3OonenFwNXIvT,MIP-276357,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_2wjnDJ0fNevn8Cu,MEEMTY20117,R_yKCd1yu6ywbXjEJ,MEE,Maestría en Educación,Humanidades y Educación,Maestría,1999,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_3lRcFOODUy0FTxi,MIRPUE283049,-,MIR,Maestría en Ingeniería Automotriz,Ingeniería y Ciencias,Maestría,2016,01´s,01´s - 2,ITESM Campus Puebla,Hombre,-
R_3h5cAvmCa6naVjY,MINMTY7669,R_3P5LGNWAJ4kp35R,MIN,Maestría en Ciencias con Especialidad en Ingeniería Industrial,Ingeniería y Ciencias,Maestría,1973,70´s,70´s - 1,ITESM Campus Monterrey,Hombre,-
R_2bNTSjBwQh9BAJC,MAD-244489,-,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2007,00´s,00´s - 2,Universidad TecVirtual,Mujer,-
R_1BRyzR26Sm5Srif,LINCEM104532,R_3MzhKZHTeIg6pAy,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1999,90´s,90´s - 2,ITESM Campus Estado de México,Hombre,0
R_4InkLYSXmktxmMx,MCPMTY181668,R_1QuqIIfVKsYyoJo,MCP,Maestría en Ciencias con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2005,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_0w7f53sW31Dos6J,MEE-288042,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_2zf3TuE6zhRmpO3,MCMTY22818,-,MC,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_3nBfV3JNj1IKzZq,LFMMTY10039,-,LFM,Breakthrough Management Group,Ingeniería y Ciencias,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,-
R_uacyMkrDwU3gU1j,MTE-277538,-,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_10T8foN2FZqlpKe,IISGDL270072,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Guadalajara,Mujer,-
R_1N1ZxtESb63KUgX,MA-225967,-,MA,Maestría en Administración,Negocios,Maestría,2013,01´s,01´s - 1,ITESM Universidad Virtual,Hombre,-
R_C3yampWHbL9SEPD,IMEMTY13486,-,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,1979,70´s,70´s - 2,ITESM Campus Monterrey,Hombre,-
R_27Ve2yIIHxKbl70,MEE-281661,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2016,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_yrycdp48saLBQNH,MTEMTY16646,R_2pKA1oRf2zOTjpj,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2003,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_1QutEkCoor1T2nN,IC QRO265790,-,IC ,Ingeniero Civil,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Querétaro,Hombre,-
R_2YtQ8Jcc1a6aStM,IIAQRO194404,R_1OJNbgBVUIyL5jn,IIA,Ingeniero en Industrias Alimentarias,Ingeniería y Ciencias,Profesional,2010,01´s,01´s - 1,ITESM Campus Querétaro,Hombre,-
R_3rNAYHT0S0FtzuK,LCDPUE243167,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2016,01´s,01´s - 2,ITESM Campus Puebla,Mujer,-
R_1pmtyxNY9DbA2eB,ARQMTY140188,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2003,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_3s4gaGsEYN1qe7c,LADCEM215960,R_3ewPMVxUlZR0lVh,LAD,Licenciado en Animación y Arte Digital,Arquitectura y Diseño,Profesional,2012,01´s,01´s - 1,ITESM Campus Estado de México,Hombre,-
R_0BVzqVwAWBrUb9T,DACCM26423,-,DA,Doctorado eIBS Ingeniero Bioquímico Administrador en Servicios Alimentarios,Ingeniería y Ciencias,Maestría,1993,90´s,90´s - 1,ITESM Campus Ciudad de México,Hombre,-
R_2uX8RlmcIGNwJoc,MEHEGS23471,-,MEH,Maestría en Estudios Humanísticos,Humanidades y Educación,Maestría,2006,00´s,00´s - 2,ITESM Campus Eugenio Gza. Sada,Mujer,-
R_3hfq501VTgMlKCe,MAMTY8111,R_1K3FnLt1RykBT7C,MA,Maestría en Administración,Negocios,Maestría,1982,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_29hnpHoP2ieSpqQ,LINCDJ271592,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2015,01´s,01´s - 2,ITESM Campus Ciudad Juárez,Mujer,-
R_T75ZltjTfHKFy9P,MC MTY188229,-,MC ,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_3Pzte1OckWOMsV4,MINMTY22302,R_2TsB6LDsy5wOnre,MIN,Maestría en Ciencias con Especialidad en Ingeniería Industrial,Ingeniería y Ciencias,Maestría,1984,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,0
R_dgtT7GZKD4BBPOh,IECGDL204617,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,2004,00´s,00´s - 1,ITESM Campus Guadalajara,Hombre,0
R_2fprePm7ZTi11PP,IBTQRO264527,-,IBT,Ingeniero en Biotecnología,Ingeniería y Ciencias,Profesional,2015,01´s,01´s - 2,ITESM Campus Querétaro,Mujer,-
R_sQXB3DEqT7vX8pX,IISMTY254086,R_RlxehhUcho6AefD,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Monterrey,Hombre,-
R_2Eu6xl2Llpb0W0w,DEHMTY15399,R_3isWUYfUfjdFJ6a,DEH,Doctorado en Estudios Humanísticos,Humanidades y Educación,Doctorado,2009,00´s,00´s - 2,ITESM Campus Monterrey,Mujer,0
R_ekrCUz54ZDV6zcJ,MCPLAG33620,-,MCP,Maestría en Ciencias con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2004,00´s,00´s - 1,ITESM Campus Laguna,Hombre,0
R_3es0hWV9BLHTbbC,IMECEM266316,-,IME,Ingeniero Mecánico Electricista,Ingeniería y Ciencias,Profesional,2011,01´s,01´s - 1,ITESM Campus Estado de México,Hombre,-
R_4MUsBhvNM4A6hFv,LAFGDL251394,-,LAF,Licenciado en Administración Financiera,Negocios,Profesional,2010,01´s,01´s - 1,ITESM Campus Guadalajara,Mujer,-
R_1ifAlUFuiRR7hQg,IECMTY82221,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1990,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_2BntP4L7yEv2U83,DFAMTY18851,-,DFA,Doctorado en Filosofía en Administración,Negocios,Doctorado,2008,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_2wbktuhHnQwGaU6,ISCCVA90670,-,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2004,00´s,00´s - 1,ITESM Campus Cuernavaca,Hombre,0
R_1OirXQ9XcdOznUF,IAZQRO19778,-,IAZ,Ingeniero Agrónomo Zootecnista,Ingeniería y Ciencias,Profesional,1986,80´s,80´s - 2,ITESM Campus Querétaro,Mujer,-
R_AvcIOGyP4WmH9Jf,IISCEM109331,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2002,00´s,00´s - 1,ITESM Campus Estado de México,Mujer,0
R_2asst9J5FqHnRzT,IECQRO55247,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1991,90´s,90´s - 1,ITESM Campus Querétaro,Hombre,-
R_2cCSH99fR3Hyr3O,MAD-275287,R_UWokumdMf6MXa93,MAD,Maestría en Administración de Instituciones Educativas,Humanidades y Educación,Maestría,2012,01´s,01´s - 1,Universidad TecVirtual,Hombre,-
R_3dFjW35Oor7Xy2A,ARQMTY137085,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,1997,90´s,90´s - 2,ITESM Campus Monterrey,Mujer,0
R_2wgBD94EC6Rnzwv,LCCMTY30540,-,LCC,Licenciado en Ciencias de la Comunicación,Humanidades y Educación,Profesional,1990,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,0
R_0PaJtmOALTwsyR3,MIP-279333,-,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2014,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_3JlwmRZUFxZtwAE,MTIMTY145709,R_1Gw8qFFBlaLdXn0,MTI,Maestría en Administración de Tecnologías de Información,Ingeniería y Ciencias,Maestría,2010,01´s,01´s - 1,ITESM Campus Monterrey,Mujer,0
R_2qwMUYY8UBzvq5G,MTLMTY179727,-,MTL,Maestría en Administración de las Telecomunicaciones,Ingeniería y Ciencias,Maestría,2004,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,-
R_3oLRkcUTrZ731ZX,REUMTY219453,-,REU,Especialidad en Neurología,Medicina y Ciencias de la Salud,Especialidad,2005,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,-
R_2f96a3SiNHDSo0K,CPMTY44553,R_1M0x12GpdRtvowz,CP,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1985,80´s,80´s - 2,ITESM Campus Monterrey,Hombre,-
R_6KyR6Z3O0wl0Jyx,MID-219012,-,MID,Maestría en Innovación para el Desarrollo Empresarial,Ingeniería y Ciencias,Maestría,2010,01´s,01´s - 1,Universidad TecVirtual,Mujer,0
R_1isyWhCfD7TnMlf,LAELAG65378,R_3JDZUfbnDlRX4VJ,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2003,00´s,00´s - 1,ITESM Campus Laguna,Hombre,0
R_1LduOn0hE9pqVi1,MCAMTY22412,-,MCA,Maestría en ciencias administrativas,Negocios,Maestría,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Mujer,0
R_1eLtLA4nM9xIytl,MEH-43542,-,MEH,Maestría en Estudios Humanísticos,Humanidades y Educación,Maestría,2008,00´s,00´s - 2,Universidad TecVirtual,Mujer,-
R_3gR7OwXhme3OmIB,LCDCCM283597,-,LCD,Licenciado en Comunicación y Medios Digitales,Humanidades y Educación,Profesional,2017,01´s,01´s - 2,ITESM Campus Ciudad de México,Mujer,-
R_1CgufOZ4zSUIJ1J,IQAMTY18653,-,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1980,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,-
R_emHDbqKkg6VlbcB,MAFMTY33716,-,MAF,Maestría en Finanzas,Negocios,Maestría,2009,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_2EhqUJLT3W0iUlj,ISCCCM154555,R_1NttzdqYfVRM0LD,ISC,Ingeniero en Sistemas Computacionales,Ingeniería y Ciencias,Profesional,2001,00´s,00´s - 1,ITESM Campus Ciudad de México,Mujer,0
R_23TYdbW6yvHT35Y,IQSMTY174749,R_1Qzrol2kIuyKC71,IQS,Ingeniero Químico y de Sistemas,Ingeniería y Ciencias,Profesional,2003,00´s,00´s - 1,ITESM Campus Monterrey,Hombre,0
R_b9o36DytZELKprP,LAEMTY62368,-,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1981,80´s,80´s - 1,ITESM Campus Monterrey,Hombre,-
R_d6AkU359YYXbyiB,IISMTY140977,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2004,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_2pMryYDJd2VzR9Q,CPFLAG208335,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2007,00´s,00´s - 2,ITESM Campus Laguna,Mujer,0
R_1JIyNZexziQBXKv,LEDMTY48789,-,LED,Licenciado en Derecho,Gobierno y Ciencias Sociales,Profesional,1996,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_xDGayHCTeCSiPv3,MCMTY37522,R_suoxrMnhcAl01Sp,MC,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_p9vVAZsKwEX2yKl,IQAMTY34142,-,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,1993,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_2Ec2UEfnqSVi8WK,MTE-46228,-,MTE,Maestría en Tecnología Educativa,Humanidades y Educación,Maestría,2013,01´s,01´s - 1,ITESM Universidad Virtual,Hombre,0
R_1i4j0YNL9khPE5k,LRICCM211830,-,LRI,Licenciado en Relaciones Internacionales,Gobierno y Ciencias Sociales,Profesional,2008,00´s,00´s - 2,ITESM Campus Ciudad de México,Mujer,-
R_8wQ6MusqfuQENQ5,ITITAM122173,R_3NxfzSyZrqhyJ7b,ITI,Ingeniero en Tecnologías de Información,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Tampico,Hombre,-
R_2OSJj0nRJTXPGYE,IECMTY169583,-,IEC,Ingeniero en Electrónica y Comunicaciones,Ingeniería y Ciencias,Profesional,1999,90´s,90´s - 2,ITESM Campus Monterrey,Hombre,0
R_3ly9kHSFPk4hDO7,MGP-65826,-,MGP,Maestría en Gestión Pública Aplicada,Gobierno y Ciencias Sociales,Maestría,2012,01´s,01´s - 1,Universidad TecVirtual,Hombre,0
R_3RmFt1VmATajpm4,IISLEO136044,R_DtL0Mjs7fpNQNG1,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus León,Hombre,-
R_1GCUq3Af38rLzw7,IISCVA286277,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2017,01´s,01´s - 2,ITESM Campus Cuernavaca,Mujer,-
R_2yjBJBOPAgRM26g,MEE-275214,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2012,01´s,01´s - 1,Universidad TecVirtual,Mujer,-
R_3ssHab3X31rFEp1,ARQQRO197113,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2008,00´s,00´s - 2,ITESM Campus Querétaro,Mujer,0
R_2OO5dnCszE3Bfjl,MACHI71641,-,MA,Maestría en Administración,Negocios,Maestría,1991,90´s,90´s - 1,ITESM Campus Chihuahua,Mujer,0
R_10pEg4t8l8s2891,MA-211038,R_21sS19rmRxTZfos,MA,Maestría en Administración,Negocios,Maestría,2003,00´s,00´s - 1,Universidad TecVirtual,Mujer,0
R_31Lx8b0QA8DDsGo,MMTCHI72570,-,MMT,Maestría en Mercadotecnia,Negocios,Maestría,2005,00´s,00´s - 2,ITESM Campus Chihuahua,Hombre,0
R_2YSyaaogBIxHvE6,CPFMTY170573,-,CPF,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,2001,00´s,00´s - 1,ITESM Campus Monterrey,Mujer,0
R_1FbnMc75e4x6NKN,LAECHI72395,R_Y6A5qLjZJc2oleF,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,1997,90´s,90´s - 2,ITESM Campus Chihuahua,Mujer,0
R_2QEYSvLOjVKMotQ,MAQRO53148,-,MA,Maestría en Administración,Negocios,Maestría,1989,80´s,80´s - 2,ITESM Campus Querétaro,Hombre,-
R_3kmEXohcllLBXRC,MEP-50075,-,MEP,Maestría en Ética Aplicada,Humanidades y Educación,Maestría,2007,00´s,00´s - 2,Universidad TecVirtual,Mujer,-
R_217Eoacsukprw4E,MASAL59940,R_1NyLTBC3Hcuznxf,MA,Maestría en Administración,Negocios,Maestría,2001,00´s,00´s - 1,ITESM Campus Saltillo,Mujer,0
R_1gAZm3sOkedTDPa,MSPMTY44023,R_1GNr9qC06vHXPVO,MSP,Maestria en Ingenieria Especialidad en Sistemas de Proceso,Ingeniería y Ciencias,Maestría,1992,90´s,90´s - 1,ITESM Campus Monterrey,Mujer,-
R_PY5rcsE6c7l1ZVT,LINLEO132844,-,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus León,Mujer,0
R_1jpscb6jXdIEZEV,MIP-288529,R_3KHGHjw98IHNVzF,MIP,Maestría en Ingeniería con especialidad en Sistemas de Calidad y Productividad,Ingeniería y Ciencias,Maestría,2017,01´s,01´s - 2,Universidad TecVirtual,Mujer,-
R_3lyxkaOew5rntlH,MACHS82194,R_3R8am7OPh81ZGr4,MA,Maestría en Administración,Negocios,Maestría,2006,00´s,00´s - 2,ITESM Campus Chiapas,Mujer,0
R_2wcVPeCl0AfajJz,MBAEGADE197501,-,MBA,Maestría en Administración y Dirección de Empresas,Negocios,Maestría,2013,01´s,01´s - 1,Sede EGADE Business School,Hombre,0
R_1QhlNNdQHqEnEEr,MCICHI72539,R_2TnFgaxZsqSOxPs,MCI,Maestría en Ciencias de la Ingeniería,Ingeniería y Ciencias,Maestría,1993,90´s,90´s - 1,ITESM Campus Chihuahua,Hombre,0
R_1pRQLZmHEFw1jK3,DEE-82200,-,DEE,Doctorado en Innovación Educativa,Humanidades y Educación,Doctorado,2009,00´s,00´s - 2,Universidad TecVirtual,Mujer,-
R_1OjM1x00tXOxNId,LAEGDL237490,R_3nNwZv1h1imyfUb,LAE,Licenciado en Administración de Empresas,Negocios,Profesional,2009,00´s,00´s - 2,ITESM Campus Guadalajara,Hombre,-
R_3qF2U3iul2z8dZb,LCOMTY42821,-,LCO,Licenciado en Ciencias de la Comunidad,Gobierno y Ciencias Sociales,Profesional,1983,80´s,80´s - 1,ITESM Campus Monterrey,Mujer,0
R_2DS0mJvNS7gVi8P,IISTAM120134,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2006,00´s,00´s - 2,ITESM Campus Tampico,Hombre,0
R_A6DgoJGCwiW17sB,ARQMTY206052,R_24H5VpcysNZUJ42,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2009,00´s,00´s - 2,ITESM Campus Monterrey,Hombre,0
R_Ret07HkoBxkced3,MEHCEM73020,R_2wGeffdZOlFMlUK,MEH,Maestría en Estudios Humanísticos,Humanidades y Educación,Maestría,2007,00´s,00´s - 2,ITESM Campus Estado de México,Mujer,0
R_24IZkovQKMEspMY,IISTAM120325,-,IIS,Ingeniero Industrial y de Sistemas,Ingeniería y Ciencias,Profesional,2007,00´s,00´s - 2,ITESM Campus Tampico,Hombre,0
R_Own6vm4AyXaTJHX,MISLAG64822,R_1Li163wZ9txpr04,MIS,Maestría en Ciencias con especialidad en Sistemas de Calidad,Ingeniería y Ciencias,Maestría,2000,00´s,00´s - 1,ITESM Campus Laguna,Mujer,0
R_z7u2RkQsWYJwuNX,MIA-25991,-,MIA,Maestría en Ciencias con especialidad en Ingeniería Ambiental,Ingeniería y Ciencias,Maestría,1998,90´s,90´s - 2,ITESM Universidad Virtual,Mujer,0
R_1r06Djqa6sldwV9,MCMTY45578,R_1Hd8SQzVz4WCi65,MC,Médico Cirujano,Medicina y Ciencias de la salud,Profesional,1991,90´s,90´s - 1,ITESM Campus Monterrey,Hombre,-
R_2VC1g6RWeTCLraW,IQACEM285576,R_3NLq2sHCWvVwdTP,IQA,Ingeniero Químico Administrador,Ingeniería y Ciencias,Profesional,2016,01´s,01´s - 2,ITESM Campus Estado de México,Hombre,-
R_2OUaJkaUGl8oZ26,ARQMTY31955,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,Sin dato,Sin dato,Sin dato,ITESM Campus Monterrey,Hombre,-
R_BEWOiQQGmnoA5ON,ARQQRO193748,-,ARQ,Arquitecto,Arquitectura y Diseño,Profesional,2012,01´s,01´s - 1,ITESM Campus Querétaro,Mujer,-
R_8GND5BVa9iQX041,CP QRO58326,-,CP ,Licenciado en Contaduría Pública y Finanzas,Negocios,Profesional,1998,90´s,90´s - 2,ITESM Campus Querétaro,Mujer,0
R_Opo11d63lkHXSed,LINCEM114194,R_1GOeHIJbRPN2tp3,LIN,Licenciado en Comercio Internacional,Negocios,Profesional,2006,00´s,00´s - 2,ITESM Campus Estado de México,Mujer,-
R_2hmVtWCqg6Lm6Z3,MEEGDL47320,-,MEE,Maestría en Educación,Humanidades y Educación,Maestría,2000,00´s,00´s - 1,ITESM Campus Guadalajara,Hombre,0
